text,translation,source,src,target,source_id_or_reference
"Latvia's industries include the manufacture of electronic equipment, household appliances, varied machinery and metal products, buses and railway coaches.","Is iad príomhthonscail na Laitviatrealamh leictreonach, gléasanna tí, innealra, earraímiotail, busanna agus cóistíiarnróid.",ymoslem/EUbookshop-Speech-Irish,en,ga,0
"Within their respective spheres of competence, the Community and the MemberStates shall cooperate with third countries and with the competent international organizations.","Faoi chuimsiú a n-inniúlachtaí faoi seach, comhoibreoidh an Comhphobal agus na Ballstáit le tríú tíortha agus leis na heagraíochtaí idirnàisiúnta inniúla.",ymoslem/EUbookshop-Speech-Irish,en,ga,1
"The Commission shall consist of thirteen members, who shall be chosen on the grounds of their general competence and whose inde­pendence is beyond doubt.*","Beidh ar an gCoimisiún tri chomhalta dhéag, a roghnófar de bharr a n-inniúlachta i gcoitinne agus nach bhfuil a neamhspleáchas inchurta ín amhras.*",ymoslem/EUbookshop-Speech-Irish,en,ga,2
"In so doing, the Council shall take into account the need for adaptation to the economic development which will result from establishing the common market.",A leagan amach di. cuirfidh an Chomhairle san áireamh an riachtanas atá le hoiriúnú don fhorbairt eacnamaíoch a thiocfaidh den chómhargadh a bhunú.,ymoslem/EUbookshop-Speech-Irish,en,ga,3
"(a) studies on the application of radioisotopes in the following fields: medicine, agriculture, entomology and environmental protection,","(a) staidéir ar úsáid r a da iseatóipí sna réimsí seo a leanas: míochaine, talmhaíocht, feithideolaíocht, cosaint an chomhshaoil,",ymoslem/EUbookshop-Speech-Irish,en,ga,4
Maladministration may thus also be found when the fulfilment of obligations arising from contracts concluded by Community institutions or bodies is concerned.,"Mar sin, féadfaidh drochriarachán a bheith i gceist i ndáil le comhlíonadh dualgas a eascraíonn as conarthaí curtha i gcrích ag institiúidí nó comhlachtaí Comhphobail.",ymoslem/EUbookshop-Speech-Irish,en,ga,5
"Basic information is available in dierent languages, and multilingual speakers act as mediators and interpreters, providing ready access and easing integration.","Bíonn buneolas le fáil i dteangacha éagsúla, agus bíonn cainteoirí ilteangacha ann mar idirghabhálaithe agus mar ateangairí, chun rochtain agus lánpháirtiú a éascú.",ymoslem/EUbookshop-Speech-Irish,en,ga,6
Any changes to the provisions of the Code of Conduct for Members of the Commission relating to conflict of interest or ethical behaviour shall be sent immediately to Parliament.,Déanfar aon athruithe ar na forálacha den Chód Iompair do Chomhaltaí an Choimisiúin a bhaineann le coimhlint leasa nó iompraíocht eitice a chur chuig an bParlaimint láithreach.,ymoslem/EUbookshop-Speech-Irish,en,ga,7
"(e) the absence of any controls on persons, whatever their nationality, when crossing internal borders.","(e) nach mbeidh aon rialú ar dhaoine, is cuma cén náisiúntacht atá acu, agus iad ag dul trasna teorainneacha inmheánacha.",ymoslem/EUbookshop-Speech-Irish,en,ga,8
"Representatives of Member States taking part in the work of the institutions of the Communities, their advisers and technical","Na hionadaithe do Bhallstáit a ghlacann páirt in obair institiúidí na gComhphobal, beidh acu féin agus ag a gcomhairleoirí agus a saineol-",ymoslem/EUbookshop-Speech-Irish,en,ga,9
"Part One international organisations, shall cooperate in ensuring that the common positions and joint actions adopted by the Council are complied with and implemented.",Cuid a haon sheasaimh agus na gníomhaíochtaí comhpháirteacha arna nglacadh ag an gComhairle a chomhlíonadh agus a chur chun feidhme.,ymoslem/EUbookshop-Speech-Irish,en,ga,10
The Danish authorities may decide on the dates on which the election of members to the European Parliament shall take place in Greenland.,Féadfaidh na húdaráis Dhanmhairgeacha na datai a shocrú ar a gcomórfar toghchán comhaltaí do Pharlaimint na hEorpa sa Ghraonlainn.,ymoslem/EUbookshop-Speech-Irish,en,ga,11
Each Member State undertakes to respect this principle and not to seek to influence the Members of the Commission in the performance of their tasks.,Gabhann gach Ballstát air féin an príonsabal sin a urramú agus gan féachaint le tionchar a oibriú ar chomhaltaí an Choimisiúin i gcomhlionadh a gcúraimí dóibh.,ymoslem/EUbookshop-Speech-Irish,en,ga,12
"In such cases, a decision requiring unanimity shall be taken without the vote of the representativeof the government of the Member State in question.","I gcásanna den sórt sin, glacfar cinneadh argá aontoilíocht dó gan vóta ionadaí rialtas an Bhallstáit i gceist.",ymoslem/EUbookshop-Speech-Irish,en,ga,13
The Commission President shall be responsible to the European Parliamentfor the activities of the Commissioners.,Beidh Uachtarán an Choimisiúin freagrach do Pharlamint na hEorpa as gníomhaíochtaína gCoimisinéirí.,ymoslem/EUbookshop-Speech-Irish,en,ga,14
Only nationals of Member States may be members of the Executive Board.,Ni féidir a bheith ina gcomhaltaí den Bhord Feidhmiúcháin ach náisiúnaigh de na Ballstáit.,ymoslem/EUbookshop-Speech-Irish,en,ga,15
"Set up by 378 D 0688: Council Decision 78/688/ EEC of 25 July 1978 (OJ No L 233, 24.8.1978, p. 15)-","Arna chur ar bun le 378 D 0688: Cinneadh 78/688/CEE ón gComhairle an 25 lúil 1978 (IO Uimh. L 233, 24.8.1978, Ich. 15).",ymoslem/EUbookshop-Speech-Irish,en,ga,16
The rapporteur may table compromise amendments following such discussion.,Féadfaidh an rapóirtéir leasuithe comhréitigh a chur síos tar éis an phlé sin.,ymoslem/EUbookshop-Speech-Irish,en,ga,17
Protocol on the application of the Treaty establishing the European Economic Community to the nonEuropean parts of the Kingdom of the Netherlands,Prótacal ar an gConradh ag bunú Chomhphobal Eacnamaíochta na hEorpa a chur chun feidhme ar na codanna neamhEorpacha de Ríocht na hísiltirc,ymoslem/EUbookshop-Speech-Irish,en,ga,18
Each member of the Council of the EMI or his nominee shall have one vote.,Beidh vóta amháin ag gach comhalta de Chomhairle IEA nó ag a ainmnitheach.,ymoslem/EUbookshop-Speech-Irish,en,ga,19
"Charges having an effect equivalent to customs duties on imports, in force between Member States, shall be progressively abolished by them during the transitional period.","Na muirir ar comhéifeacht le dleachtanna custam ar allmhairí atá i bhfeidhm idir na Ballstáit, déanfaidh siad díothú comhleanúnach orthu le linn na hidirthréimhse.",ymoslem/EUbookshop-Speech-Irish,en,ga,20
"If access to the document is not granted, the reason for refusal is always specified.","Mura dtabharfar rochtain ar an doiciméad, sonrófar i gcónaí an fáth nár tugadh.",ymoslem/EUbookshop-Speech-Irish,en,ga,21
The levy provided for in Article 50 of the Treaty may be collected upon the adoption of the first budget estimates.,Féadfar an tobhach dá bhforáiltear ín Airteagal 50 den Chonradh a bhailiú nuair a bheidh glaetha leis na chéad mheastacháin.,ymoslem/EUbookshop-Speech-Irish,en,ga,22
"Common strategies shall set out their objectives, duration and the means to be made available by the Union and the Member States.","Leagfar amach sna comhstraitéisí sin na cuspóirí atá leo, a ré agusna hacmhainní a chuirfidh an tAontas agus na Ballstáit ar fáil.",ymoslem/EUbookshop-Speech-Irish,en,ga,23
The levies are intended to cover:,Tá sé ceaptha go gcumhdófar leis na tobliaigh:,ymoslem/EUbookshop-Speech-Irish,en,ga,24
EEA Technical report No 7/2008.,Tuarascáil teicniúil an EEA Uimh 7/2008.,ymoslem/EUbookshop-Speech-Irish,en,ga,25
"— that optimal and stable outtake of the stocks should be ensured, in the long term,","— gur chóir asghabháil bharrmhaith agus chobhsaí stoc a áirithiú san fhadtéarma,",ymoslem/EUbookshop-Speech-Irish,en,ga,26
"bution to policy formulation in the Council, and which may contain analyses, recommendations and strategies for the CFSP.","hUachtaránachta mar rannchuidiú le foirmiú beartais sa Chomhairle agus a fhéadfaidh anailísí, moltaí agus straitéisí do CBES a chuimsiú.",ymoslem/EUbookshop-Speech-Irish,en,ga,27
The President of the Council and the Commission shall report to the Eu ropean Parliament on the results of multilateral surveillance.,Déanfaidh Uachtarán na Comhairle agus an Coimisiún tuarascáil do Pharlaimint na hEorpa ar thorthaí an fhaireacháin iltaobhaigh.,ymoslem/EUbookshop-Speech-Irish,en,ga,28
"(a) ores, source materials and special fissile materials are not diverted from their intended uses as declared by the users;","(a) nach ndéanfar, i gcríocha na mBallstát, mianta, bunábhair agus ábhair inscoilte speisialta a chlaonadh ó na húsáidí a ceapadh dóibh de réir mar a dhearbhaigh na húsáidirí;",ymoslem/EUbookshop-Speech-Irish,en,ga,29
"Save as otherwise provided in this Statute, decisions of the Board of Directors shall be taken by a simple majority of the members entitled to vote.","Ach amháin mar a bhforáiltear a mhalairt sa Reacht seo, is le tromlach simpli de na comhaltaí atá i dteideal votala a ghlacfaidh an Bord Stiúrthóiri cinntí.",ymoslem/EUbookshop-Speech-Irish,en,ga,30
matters considerably and leads me to hope that we may be successful in reaching agreement on these matters and thus removing them from our future agenda.,linn comhaontú a bhaint amach ar na nithe sin ionas nach gá dúinn bheith ag pié leo arís.,ymoslem/EUbookshop-Speech-Irish,en,ga,31
"(c) in paragraph 4, the words ‘certain measures of a Community nature,’ shall be replaced by ‘certain measures adopted by the Union’;","(c) i mír 4, cuirtear ‘do bhearta áirithe arna nglacadh ag an Aontas, ...’ in ionad ‘do bhearta áirithe de chineál Comhphobail, ...’;",ymoslem/EUbookshop-Speech-Irish,en,ga,32
The following provisions shall be substituted for the last paragraph of Article 206 of the Treaty establishing the European Economic Community:,Cuirfear na forálacha seo a leanas in ionad na mire deiridh d'Airteagal 206 den Chonradh ag bunú Chomhphobal Eacna maíochta na hEorpa:,ymoslem/EUbookshop-Speech-Irish,en,ga,33
"The statutes of Joint Undertakings shall be amended, where necessary, in accordance with the special provisions which they contain for this purpose.","Leasófar reachtanna Gnóthas Comhpháirteach, nuair ís gá, de réir na bhforálacha speisialta atá iontu chun na eriche sin.",ymoslem/EUbookshop-Speech-Irish,en,ga,34
"In order to evolve the broad lines of a common agricultural policy, the Commission shall, immediately this Treaty enters into force, convene","Chun na treoirlínte do chomhbheartas talmhaíochta a léiriú, déanfaidh an Coimisiún, a luaithe a thiocfaidh an Conradh seo i",ymoslem/EUbookshop-Speech-Irish,en,ga,35
The transitional period shall begin on the date of the establishment of the common market and shall end five years after the establishment of the common market in coal.,Tosóidh a idirthréimhse ar dháta an chómhargaidh a bhunú agus criochnóidh sí cúig bliana tar eis an cómhargadh do ghual a bhunú.,ymoslem/EUbookshop-Speech-Irish,en,ga,36
Annex III — Advantages which may be con ferred on joint undertakings under Article 48 of this Treaty,Iarscríbhinn III — Buntáistí is indeonaithe do ghnóthais chomhpháirteacha faoi Airteagal 48 den Chonradh seo,ymoslem/EUbookshop-Speech-Irish,en,ga,37
Those measures shall not include harmonisation of the laws and regulations of the Member States. y,Ni chuimseoidh na bearta sin comhchuibhiú ar dhlíthe agus rialacháin na mBallstát.,ymoslem/EUbookshop-Speech-Irish,en,ga,38
The Portlaoise by-pass was the major infrastructural improvement carried out in the region.,Ba é seachród Phort Laoise an príomh dui chun cinn a rinneadh ar bhonneagar an réigiúin.,ymoslem/EUbookshop-Speech-Irish,en,ga,39
"The statutes of Joint Undertakings shall be amended, where necessary, in accordance with the special provisions which they contain for this purpose. pose.","Leasófar reachtanna Gnóthas Comhpháirteach, nuair is gá, de réir na bhforálacha speisialta atá iontu chun na eriche sin.",ymoslem/EUbookshop-Speech-Irish,en,ga,40
The Member States shall be responsible for ensuring that lhe Agency may operate freely in their territories.,Beidh ar na Ballstáit a áirithiú go bhféadfaidh an Ghníomhaireacht oibriú gan bhac ina gcriocha.,ymoslem/EUbookshop-Speech-Irish,en,ga,41
Consent to communication and use may be withheld only for defence reasons.,Is ar chúiseanna cosanta amháin a fhéadfar toiliú a choimeád siar maidir le scéala a chur i bhfios nó le húsáid.,ymoslem/EUbookshop-Speech-Irish,en,ga,42
Failure to act on a complaint about the infringement of environmental legislation,Loiceadh gníomhaithe faoi ghearán maidir le sárú reachtaíochta comhshaoil,ymoslem/EUbookshop-Speech-Irish,en,ga,43
"The mernbers of the Court of Auditors may not, during their term of office,engage in an14 other occupation, whether gainful or not.","Ni cead do chomhaltai na Cúirte Iniúchóirí, le linn a dtéarma oifige, gabbai/ le haon sit bheatha eile, sochrach ná neamhshochrach.",ymoslem/EUbookshop-Speech-Irish,en,ga,44
The Ombudsman also took note of Parliament’s clear statements that there had been no interference in the selection procedure.,"Chuir an tOmbudsman ráiteas soiléir na Parlaiminte san áireamh, freisin, nuair a dúirt sí nach nár chuireadh isteach ar an bpróiseas roghnaithe.",ymoslem/EUbookshop-Speech-Irish,en,ga,45
A European Investment Bank is hereby established: it shall have legal personality.,Bunaitear leis seo Banc Eorpach Infheistíochta; beidh pearsantacht dhlítheanach aige.,ymoslem/EUbookshop-Speech-Irish,en,ga,46
It is the festival of fortune-telling and people play games to try and read their future.,Is í Féile nafáistineachta í agus imrítear cluichí a dhéanann tuar ar an amatá le teacht.,ymoslem/EUbookshop-Speech-Irish,en,ga,47
Make a new appointment as soon as possible.,Déan coinne eile a luaithe agus is féidir.,ymoslem/EUbookshop-Speech-Irish,en,ga,48
(1) The consultation’s website: http://ec.europa.eu/fisheries/reform,(1) Suíomh gréasáin an Chomhairliúcháin: http://ec.europa.eu/fisheries/reform,ymoslem/EUbookshop-Speech-Irish,en,ga,49
The Member States choose the projects that are granted EFF co-funding.,Is iad na Ballstáit a roghnaíonn na tionscadail a bhainfidh leas as cómhaoiniú ón CEI.,ymoslem/EUbookshop-Speech-Irish,en,ga,50
Cataloguing data can be found at the end of this publication,Tá nòta leabhareolach le fáil ag deireadh an imleabhair seo,ymoslem/EUbookshop-Speech-Irish,en,ga,51
Parking places close to disabled persons' residences can be reserved .,Is féidir spásanna páirceála in aice le háit chónaithe duine faoi mhíchumas a chur in áirithe.,ymoslem/EUbookshop-Speech-Irish,en,ga,52
The natural resources provided by the planet underpin our economic activity and the very cohesion of our societies.,Tacaíonn acmhainní nádúrtha an domhain lenár ngníomhaíocht eacnamaíoch chomh maith le comhtháthú ár sochaithe.,ymoslem/EUbookshop-Speech-Irish,en,ga,53
Explanation on Article 29 — Right of access to placement services,Míniú ar Airteagal 29 – An ceart chun rochtain a fháil ar sheirbhís socrúcháin,ymoslem/EUbookshop-Speech-Irish,en,ga,54
"The Agency shall be under the supervision of the Commission, which shall",Beidh an Ghníomhaireacht faoi mhaoirseacht an Choimisiúin; eiseoidh an Coimisiún treoracha chuici agus beidh ceart aige chun,ymoslem/EUbookshop-Speech-Irish,en,ga,55
A. Enabling Regulations B. Procedural Regulations C. Implementing Regulations D. Block exemption Regulations,A. Rialacháin chumasaithe B. Rialacháin nós imeachta C. Rialacháin chur chun feidhme D. Rialacháin bhlocdhíolúintí,ymoslem/EUbookshop-Speech-Irish,en,ga,56
The European Parliament shall be regularly consulted on the main aspects and basic choices of the common foreign and security policy.,Rachfar i gcomhairle go tráthrialta le Parlaimint na hEorpa maidir le príomhghnéithe agus bunroghanna an chomhbheartais eachtraigh agus slándála.,ymoslem/EUbookshop-Speech-Irish,en,ga,57
Intellectual property covers not only literary and artistic property but also inter alia patent and trademark rights and associated rights.,Folaíonn an mhaoin intleachtúil an mhaoin liteartha agus ealaíne; folaíonn sí freisin inter alia an ceart chun paitinne agus trádmharcanna agus cearta gaolmhara.,ymoslem/EUbookshop-Speech-Irish,en,ga,58
"The Council shall authorise the opening of negotiations, adopt negotiating directives, authorise the signing of agreements and conclude them.","Údaróidh an Chomhairle an chaibidlíocht a thosú, glacfaidh sí na treoracha caibidlíochta, údaróidh sí síniú comhaontuithe agus tabharfaidh sí na comhaontuithe i gcrích.",ymoslem/EUbookshop-Speech-Irish,en,ga,59
"When the fish is hauled aboard the vessel, the master must submit a catch declaration to the control authorities without delay.","Nuair a ardaítear an t-iasc ar an mbád, ní mór don chaptaen tuairisciú gabhála a chur faoi bhráid a údaráis rialaithe gan mhoill.",ymoslem/EUbookshop-Speech-Irish,en,ga,60
"The President, Vice-Presidents and Quaestors shall be elected by secret ballot, in accordance with Rule 169.","Déanfar an tUachtarán, na Leas-Uachtaráin agus na Caestóirí a thoghadh le ballóid rúnda, i gcomhréir le Riail 169.",ymoslem/EUbookshop-Speech-Irish,en,ga,61
"— 391 L 0174: Council Directive 91/174/EEC of 25 March 1991 (OJ No L 85, 5.4.1991, p. 37).","— 391 L 0/74:Treoir91/174/CEEón gComhairle an 25 Marta 1991 (IO Uimh. L 85, 5.4.1991, Ich. 37).",ymoslem/EUbookshop-Speech-Irish,en,ga,62
"(a) 1 January 1973, for the Treaty concerning the accession of the Kingdom of Denmark, Ireland and the United Kingdom of Great Britain and Northern Ireland;","(a) an 1 Eanáir 1973 i gcás an Chonartha i dtaobh aontachas Ríocht na Danmhairge, na hÉireann agus Ríocht Aontaithe na Breataine Móire agus Thuaisceart Éireann,",ymoslem/EUbookshop-Speech-Irish,en,ga,63
Denmark will fully respect all specific rights expressly provided for in the Treaty and applying to nationals of the Member States.,Urramóidh an Danmhairg go hiomlán na cearta sonracha uile dá bhforáiltear gosainráite sa Chonradh is infheidhme ar shaoránaigh na mBallstát.,ymoslem/EUbookshop-Speech-Irish,en,ga,64
The Head of the Administration and Finance Department co-ordinates the overall work of the Department.,Déanann Ceann na Roinne Riaracháin agus Airgeadais comhordú ar obair fhoriomlán na Roinne.,ymoslem/EUbookshop-Speech-Irish,en,ga,65
The petitioner shall be told under which precise conditions this provision is to apply.,Déanfar na coinníollacha beachta faoina mbeidh feidhm ag an bhforáil seo a chur in iúl don achainíoch.,ymoslem/EUbookshop-Speech-Irish,en,ga,66
"The maximum rate shall be communicated, before 1 May, to all the institutions of the Community.","Cuirfear an t-uasráta in iúl, roimh an 1 Bealtaine, d'institíúidi uile an Chomhphobail.",ymoslem/EUbookshop-Speech-Irish,en,ga,67
"And third, as buyers, we have the opportunity to meet just about all our suppliers here.’ is he ri es and a qu ac ul t ur F","Ar an tríú dul síos, bíonn deis agat anseo, mar cheannaitheoir, casadh ar ár gcuid soláthróirí ar fad, beagnach.’ ach agus Dobharshaothrú san E Iasc",ymoslem/EUbookshop-Speech-Irish,en,ga,68
We all ha discrimination . in f oo dl and W www .stop- o m m iss io n/ JP H opean C,Tá cear o p - discri minat ion.in f www . s t oo dl an d W pa ch /J PH o im isi ún E or,ymoslem/EUbookshop-Speech-Irish,en,ga,69
Action by the Community relating to the environment shall have lhe following objectives:,Beidh sé de chuspöir ag gníomhaíocht an Chomhphobail i leith an chomhshaoil:,ymoslem/EUbookshop-Speech-Irish,en,ga,70
"The principles set out in this Article have been based on Article 153 of the EC Treaty, now replaced by Article III-235 of the Constitution.","Tá na prionsabail a leagtar amach san Airteagal seo bunaithe ar Airteagal 153 de Chonradh CE, a bhfuil Airteagal III 235 den Bhunreacht curtha ina ionad anois.",ymoslem/EUbookshop-Speech-Irish,en,ga,71
"Within the limits so fixed, each Government shall determine its tariffs according to its own national procedure.","Idir na teorainneacha a shocrófar amhlaidh, socróidh gach Rialtas a tharaifi de réir a nós imeachta náisiúnta.",ymoslem/EUbookshop-Speech-Irish,en,ga,72
– do not require extensive prior study or research by the institution concerned;,– nach bhfuil ar an institiúid lena mbaineann staidéar nó taighde forleathan a dhéanamh roimh ré ina leith;,ymoslem/EUbookshop-Speech-Irish,en,ga,73
"However, the courts of the country concerned shall have jurisdiction over complaints that enforcement is being carried out in an irregular man ner.",Ach beidh dlínse ag cúirteanna na tire lena mbaineann ar ghearáin go bhfuil an cur i bhfeidhm á dhéanamh ar dhóigh neamhrialta.,ymoslem/EUbookshop-Speech-Irish,en,ga,74
— Profits from business activity.,— Brabúis ó ghníomhaíocht ghnó.,ymoslem/EUbookshop-Speech-Irish,en,ga,75
The Commission shall make any such request within two months of the date of notification.,Déanfaidh an Coimisiún aon éileamh den sórt sin laistigh de dhá mhí ó dháta an fhógra a fháil.,ymoslem/EUbookshop-Speech-Irish,en,ga,76
"On receiving such a request from the Commission, the Member State shall again ask the applicant to agree to communication of the contents of the ap plication.","Ar éileamh den sórt sin a fháil ón gCoimisiún, iarrfaidh an Ballstát arís ar an iarratasóir comhaontú lena bhfuil san iarratas a chur i bhfios.",ymoslem/EUbookshop-Speech-Irish,en,ga,77
"These controls regularly take place during rush hour, he said, resulting in traffic jams.",Dúirt sé gur tharla na rialuithe sin le linn broidtrátha go rialta agus go raibh siad ina gcúis le brúnna tráchta.,ymoslem/EUbookshop-Speech-Irish,en,ga,78
The Court of Justice of the European Union shall have unlimited jurisdiction in:,Beidh dlínse gan teorainn ag Cúirt Bhreithiúnais an Aontais Eorpaigh:,ymoslem/EUbookshop-Speech-Irish,en,ga,79
"- Directive 77/390/EEC of 17 May 1977 OJ No L 145, 13 June 1977","­ Treoir 77/390/CEE, 17 Bealtaine 1977 10 Uimh. L 145, 13 Meitheamh 1977",ymoslem/EUbookshop-Speech-Irish,en,ga,80
"393 L 0085: Council Directive 93/85/EEC of 4 October 1993 on the control of potato ring rot (OJ No L 259, 18.10.1993, p. 1).","393 L 0085: Treoir 93/85/CEE ón gComhairle an 4 Deireadh Fómhair 1993 maidir le Iobhadh fáinneach prátaí a rialú (IO Uimh. L 259, 18.10.1993, Ich. 1).",ymoslem/EUbookshop-Speech-Irish,en,ga,81
"There are stocks in European waters that are exploited optimally, provide mature specimens and are covered by sufficiently large quotas.","Ní mór tuiscint gurb ann, in uiscí na hEorpa, do stoic a shaothraítear ar bhealach optamach, a sholáthraíonn éisc mhórmhéide agus mar a bhfuil na cuótaí mór a ndóthain.",ymoslem/EUbookshop-Speech-Irish,en,ga,82
"(d) foster the sustainable economic, social and environmental development of developing countries, with the primary aim of eradicating poverty;","(d) tacú le forbairt inbhuanaithe eacnamaíoch, shóisialta agus chomhshaoil na dtíortha i mbéal forbartha, agus é mar phríomhaidhm deireadh a chur leis an mbochtaineacht;",ymoslem/EUbookshop-Speech-Irish,en,ga,83
The European Ombudsman investigates complaints against the European Union institutions and bodies.,Imscrúdaíonn an tOmbudsman Eorpach gearáin i gcoinne institiúidí agus chomhlachtaí an Aontais Eorpaigh.,ymoslem/EUbookshop-Speech-Irish,en,ga,84
Proceedings against the Union in matters arising from noncontractual liability shall be barred after a period of five years from the occurrence of the event giving rise thereto.,Beidh imeachtaí i gcoinne an Aontais in ábhair a éireoidh as dliteanais neamhchonarthacha faoi urchosc tar éis thréimhse cúig bliana ó tharla an teagmhas as ar éirigh siad.,ymoslem/EUbookshop-Speech-Irish,en,ga,85
"Include evidence that you have found out more about the company in your answers, but do not make it too obvious.","Bíodh sé le taispeáint i do chuid freagraí go bhfuil tuilleadh eolais agat faoin gcuideachta, ach déan go glic é.",ymoslem/EUbookshop-Speech-Irish,en,ga,86
"If, within three months of receiving the European Parliament’s amendments, the Council, acting by a qualified majority:","Má dhéanann an Chomhairle, laistigh de thrí mhí ó na leasuithe a fháil ó Pharlaimint na hEorpa, ag gníomhú di trí thromlach cáilithe:",ymoslem/EUbookshop-Speech-Irish,en,ga,87
Integration of persons with disabilities,Daoine faoi mhíchumas a lánpháirtiú,ymoslem/EUbookshop-Speech-Irish,en,ga,88
The Conference recognises the important contribution made by voluntary service activities to developing social solidarity.,Aithnionn an Chomhdháil an rannchuidiú tábhachtach atá déanta ag gníomhaíochtaí seirbhíse deonaí chun an dlúthpháirtíocht shóisialta a fhorbairt.,ymoslem/EUbookshop-Speech-Irish,en,ga,89
The applicant should know at least a bit about the company and should show that they will add real value to the company.,Bíodh cur amach éigin ag an iarratasóir ar an gcuideachta agus ba chóir go mbeadh sé le feiscint go gcuirdís go mór leis an gcuideachta.,ymoslem/EUbookshop-Speech-Irish,en,ga,90
This is why the Joint Report 2009 pays close attention to funded pension provision.,Sin an chúis go dtugann an Comh-Thuarascáil 2009 an méid sin airde ar fhoráil pinsean.,ymoslem/EUbookshop-Speech-Irish,en,ga,91
(b) lO'/r for products within the tariff headings in List C;,(b) 10% do tháirgí a bhaineann leis na ceannteidil taraife i Liosta C;,ymoslem/EUbookshop-Speech-Irish,en,ga,92
Five and four Judges shall be replaced alternately.**,Athrófar cúigear agus ccathrar díobh gach re seach.**,ymoslem/EUbookshop-Speech-Irish,en,ga,93
European Fisheries Fund (EFF) 2007-2013: Convergence and Non-Convergence Regions (Map)ISBN 978-92-79-08577-2,Ciste Iascaigh Eorpach (CIE) 2007-2013: Réigiúin Chóineasaithe agus Neamhchóineasaithe (Léarscáil)ISBN 978-92-79-08577-2,ymoslem/EUbookshop-Speech-Irish,en,ga,94
Allocation of monetary income of national central banks,( ¡culminiti ioncam airgeadaíochta baine cheannais náisiúnta,ymoslem/EUbookshop-Speech-Irish,en,ga,95
Everyone is entitled to a fair and public hearing within a reasonable time by an independent and impartial tribunal previously established by law.,Tá gach duine i dteideal éisteacht chóir phoiblí a fháil laistigh de thréimhse réasúnta ó bhinse neamhspleách neamhchlaon arna bhunú roimh ré le dlí.,ymoslem/EUbookshop-Speech-Irish,en,ga,96
"The Members of the Commission may not, during their term of office, en gage in any other occupation, whether gainful or not.","Ní cead do chomhaltaí an Choimisiúin, le linn a dtéarma oifige, gabháil le haon sii bheatha eile, sochrach ná neamhshochrach.",ymoslem/EUbookshop-Speech-Irish,en,ga,97
Abstentions by members present in person or represented shall not prevent the adoption by the Council of acts which require unanimity.,Ni bac ar an gComhairle do ghlacadh le gníomhartha ar gá aontoilíocht dóibh comhaltaí a bheidh i láthair go pearsanta nó tri ionadaíocht a staonadh ó vótáil.,ymoslem/EUbookshop-Speech-Irish,en,ga,98
A Guide to Taking Account of Social Considerationsin Public Procurement,Treoir maidir le dálaí sóisialta achur igcuntas sa soláthar poiblí,ymoslem/EUbookshop-Speech-Irish,en,ga,99
